data_point_id,esrs_standard,metric_code,metric_name,value,unit,period,source,quality_score
DP-S4-009,S4,S4-4-SAFETY-TEST,Product safety tests conducted,2400.00,count,2025-FY,quality_records,0.98
DP-S4-010,S4,S4-4-CERT,Products with third-party safety certification,98.00,%,2025-FY,quality_records,0.97
DP-G1-001,G1,G1-1-CODE,Code of business conduct in place,1.00,boolean,2025-FY,policy_document,1.00
DP-G1-002,G1,G1-1-CODE-TRAIN,Employees trained on code of conduct,95.00,%,2025-FY,lms_system,0.96
DP-G1-003,G1,G1-3-ANTI-CORR,Anti-corruption policy in place,1.00,boolean,2025-FY,policy_document,1.00
DP-G1-004,G1,G1-3-ANTI-TRAIN,Anti-corruption training completion,92.00,%,2025-FY,lms_system,0.96
DP-G1-005,G1,G1-4-INCIDENTS,Corruption or bribery incidents,0.00,count,2025-FY,compliance_records,1.00
DP-G1-006,G1,G1-4-FINES,Fines for corruption or bribery,0.00,EUR,2025-FY,legal_records,1.00
DP-G1-007,G1,G1-5-LOBBY,Political contributions and lobbying,0.00,EUR,2025-FY,financial_records,1.00
DP-G1-008,G1,G1-5-ASSOC,Industry association memberships,8.00,count,2025-FY,management_records,1.00
DP-G1-009,G1,G1-5-ASSOC-FEES,Industry association fees,125000.00,EUR,2025-FY,financial_records,0.98
DP-G1-010,G1,G1-6-PAY-30,Invoices paid within 30 days,72.00,%,2025-FY,erp_system,0.97
DP-G1-011,G1,G1-6-PAY-60,Invoices paid within 60 days,93.00,%,2025-FY,erp_system,0.97
DP-G1-012,G1,G1-6-PAY-AVG,Average payment days to suppliers,38.00,days,2025-FY,erp_system,0.97
DP-G1-013,G1,G1-6-PAY-SME,Average payment days to SME suppliers,32.00,days,2025-FY,erp_system,0.96
DP-G1-014,G1,G1-2-SUPPLIER-EVAL,Suppliers evaluated on ESG criteria,62.00,%,2025-FY,procurement_records,0.93
DP-G1-015,G1,G1-2-CRITICAL-EVAL,Critical suppliers with ESG evaluation,95.00,%,2025-FY,procurement_records,0.95
DP-G1-016,G1,G1-1-WHISTLE,Whistleblower mechanism available,1.00,boolean,2025-FY,policy_document,1.00
DP-G1-017,G1,G1-1-WHISTLE-CASES,Whistleblower cases reported,6.00,count,2025-FY,compliance_records,1.00
DP-G1-018,G1,G1-1-WHISTLE-RETALIATION,Retaliation incidents,0.00,count,2025-FY,compliance_records,1.00
DP-G1-019,G1,G1-3-RISK-ASSESS,Corruption risk assessments conducted,4.00,count,2025-FY,compliance_records,0.98
DP-G1-020,G1,G1-4-LEGAL,Pending legal proceedings,2.00,count,2025-12-31,legal_records,1.00
DP-ESRS2-001,ESRS2,ESRS2-GOV1-BOARD,Board meetings discussing sustainability,6.00,count,2025-FY,board_minutes,1.00
DP-ESRS2-002,ESRS2,ESRS2-GOV1-COMM,Sustainability committee meetings,12.00,count,2025-FY,board_minutes,1.00
DP-ESRS2-003,ESRS2,ESRS2-GOV3-LINKED,Sustainability-linked executive compensation,15.00,%,2025-FY,remuneration_report,1.00
DP-ESRS2-004,ESRS2,ESRS2-GOV3-KPI,Number of sustainability KPIs in compensation,4.00,count,2025-FY,remuneration_report,1.00
DP-ESRS2-005,ESRS2,ESRS2-GOV4-DD,Due diligence process in place,1.00,boolean,2025-FY,policy_document,1.00
DP-ESRS2-006,ESRS2,ESRS2-GOV5-RISK,Sustainability in risk management framework,1.00,boolean,2025-FY,risk_framework,1.00
DP-ESRS2-007,ESRS2,ESRS2-GOV5-IC,Internal controls over sustainability reporting,1.00,boolean,2025-FY,ic_framework,0.95
DP-ESRS2-008,ESRS2,ESRS2-SBM1-REV,Revenue from sustainable products,67500000.00,EUR,2025-FY,financial_records,0.93
DP-ESRS2-009,ESRS2,ESRS2-SBM1-REV-PCT,Sustainable product revenue share,15.00,%,2025-FY,calculated,0.93
DP-ESRS2-010,ESRS2,ESRS2-SBM2-STAKEHOLDERS,Stakeholder groups engaged,8.00,count,2025-FY,engagement_records,0.95
DP-ESRS2-011,ESRS2,ESRS2-SBM2-CHANNELS,Stakeholder engagement channels,12.00,count,2025-FY,engagement_records,0.95
DP-ESRS2-012,ESRS2,ESRS2-SBM3-MAT-TOPICS,Material sustainability topics identified,14.00,count,2025-FY,materiality_assessment,0.90
DP-ESRS2-013,ESRS2,ESRS2-IRO1-IMPACT,Material impact topics,9.00,count,2025-FY,materiality_assessment,0.90
DP-ESRS2-014,ESRS2,ESRS2-IRO1-FINANCIAL,Material financial topics,7.00,count,2025-FY,materiality_assessment,0.88
DP-ESRS2-015,ESRS2,ESRS2-IRO2-STANDARDS,ESRS standards with disclosures,10.00,count,2025-FY,reporting_scope,1.00
DP-ESRS2-016,ESRS2,ESRS2-MDR-P-COUNT,Sustainability policies in place,18.00,count,2025-FY,policy_register,0.98
DP-ESRS2-017,ESRS2,ESRS2-MDR-A-COUNT,Sustainability actions tracked,35.00,count,2025-FY,action_tracker,0.92
DP-ESRS2-018,ESRS2,ESRS2-MDR-M-COUNT,Sustainability metrics reported,142.00,count,2025-FY,metric_inventory,0.95
DP-ESRS2-019,ESRS2,ESRS2-MDR-T-COUNT,Sustainability targets set,22.00,count,2025-FY,target_register,0.96
DP-ESRS2-020,ESRS2,ESRS2-BP1-STANDARD,Reporting standard used - ESRS,1.00,boolean,2025-FY,report_declaration,1.00
DP-ESRS2-021,ESRS2,ESRS2-BP1-SCOPE,Organizational scope - operational control,1.00,boolean,2025-FY,report_declaration,1.00
DP-ESRS2-022,ESRS2,ESRS2-BP1-ASSURANCE,Assurance level - limited,1.00,boolean,2025-FY,assurance_plan,1.00
DP-ESRS2-023,ESRS2,ESRS2-SBM1-EMPLOYEES,Total employees in value chain,4500.00,count,2025-12-31,estimated,0.75
DP-ESRS2-024,ESRS2,ESRS2-SBM1-COUNTRIES,Countries of operation,5.00,count,2025-12-31,company_records,1.00
DP-ESRS2-025,ESRS2,ESRS2-SBM1-REVENUE,Total revenue,450000000.00,EUR,2025-FY,audited_financials,1.00
DP-ESRS2-026,ESRS2,ESRS2-GOV1-EXPERTISE,Board members with sustainability expertise,2.00,count,2025-12-31,board_composition,1.00
DP-ESRS2-027,ESRS2,ESRS2-GOV1-CSO,Chief Sustainability Officer appointed,1.00,boolean,2025-12-31,org_chart,1.00
DP-ESRS2-028,ESRS2,ESRS2-GOV5-CLIMATE-RISK,Climate risks in enterprise risk management,1.00,boolean,2025-FY,risk_register,1.00
DP-ESRS2-029,ESRS2,ESRS2-SBM1-CAPEX,Total CapEx,35000000.00,EUR,2025-FY,audited_financials,1.00
DP-ESRS2-030,ESRS2,ESRS2-SBM1-OPEX,Total OpEx,385000000.00,EUR,2025-FY,audited_financials,1.00
DP-E1-071,E1,E1-6-S1-Q1,Scope 1 emissions Q1,2200.00,tCO2e,2025-Q1,direct_measurement,0.93
DP-E1-072,E1,E1-6-S1-Q2,Scope 1 emissions Q2,1950.00,tCO2e,2025-Q2,direct_measurement,0.93
DP-E1-073,E1,E1-6-S1-Q3,Scope 1 emissions Q3,1850.00,tCO2e,2025-Q3,direct_measurement,0.93
DP-E1-074,E1,E1-6-S1-Q4,Scope 1 emissions Q4,2250.00,tCO2e,2025-Q4,direct_measurement,0.93
DP-E1-075,E1,E1-6-S2-LOC-Q1,Scope 2 location-based Q1,3400.00,tCO2e,2025-Q1,grid_factor_calculation,0.91
DP-E1-076,E1,E1-6-S2-LOC-Q2,Scope 2 location-based Q2,3050.00,tCO2e,2025-Q2,grid_factor_calculation,0.91
DP-E1-077,E1,E1-6-S2-LOC-Q3,Scope 2 location-based Q3,3150.00,tCO2e,2025-Q3,grid_factor_calculation,0.91
DP-E1-078,E1,E1-6-S2-LOC-Q4,Scope 2 location-based Q4,3200.00,tCO2e,2025-Q4,grid_factor_calculation,0.91
DP-E1-079,E1,E1-5-ELEC-Q1,Electricity consumption Q1,8200.00,MWh,2025-Q1,metered,0.97
DP-E1-080,E1,E1-5-ELEC-Q2,Electricity consumption Q2,7800.00,MWh,2025-Q2,metered,0.97
DP-E1-081,E1,E1-5-ELEC-Q3,Electricity consumption Q3,7600.00,MWh,2025-Q3,metered,0.97
DP-E1-082,E1,E1-5-ELEC-Q4,Electricity consumption Q4,8400.00,MWh,2025-Q4,metered,0.97
DP-E1-083,E1,E1-5-GAS-Q1,Natural gas consumption Q1,4800.00,MWh,2025-Q1,metered,0.96
DP-E1-084,E1,E1-5-GAS-Q2,Natural gas consumption Q2,3200.00,MWh,2025-Q2,metered,0.96
DP-E1-085,E1,E1-5-GAS-Q3,Natural gas consumption Q3,2800.00,MWh,2025-Q3,metered,0.96
DP-E1-086,E1,E1-5-GAS-Q4,Natural gas consumption Q4,4400.00,MWh,2025-Q4,metered,0.96
DP-E1-087,E1,E1-6-S1-2024,Scope 1 emissions prior year,8650.00,tCO2e,2024-FY,direct_measurement,0.94
DP-E1-088,E1,E1-6-S2-LOC-2024,Scope 2 location-based prior year,13500.00,tCO2e,2024-FY,grid_factor_calculation,0.91
DP-E1-089,E1,E1-6-S2-MKT-2024,Scope 2 market-based prior year,9100.00,tCO2e,2024-FY,contractual_instruments,0.92
DP-E1-090,E1,E1-6-S3-TOT-2024,Scope 3 total prior year,152000.00,tCO2e,2024-FY,hybrid_calculation,0.76
DP-E1-091,E1,E1-5-TOT-2024,Total energy prior year,51200.00,MWh,2024-FY,metered,0.95
DP-E1-092,E1,E1-6-S1-BASE,Scope 1 emissions base year (2020),9430.00,tCO2e,2020-FY,direct_measurement,0.92
DP-E1-093,E1,E1-6-S2-LOC-BASE,Scope 2 location-based base year (2020),15200.00,tCO2e,2020-FY,grid_factor_calculation,0.90
DP-E1-094,E1,E1-6-S2-MKT-BASE,Scope 2 market-based base year (2020),14800.00,tCO2e,2020-FY,contractual_instruments,0.88
DP-E1-095,E1,E1-5-GF-DE,Grid emission factor Germany,0.400,tCO2e/MWh,2025-FY,iea_published,0.95
DP-E1-096,E1,E1-5-GF-PL,Grid emission factor Poland,0.750,tCO2e/MWh,2025-FY,iea_published,0.95
DP-E1-097,E1,E1-5-GF-CZ,Grid emission factor Czech Republic,0.460,tCO2e/MWh,2025-FY,iea_published,0.95
DP-E1-098,E1,E1-5-GF-RO,Grid emission factor Romania,0.400,tCO2e/MWh,2025-FY,iea_published,0.95
DP-E1-099,E1,E1-5-GF-FR,Grid emission factor France,0.070,tCO2e/MWh,2025-FY,iea_published,0.95
DP-E1-100,E1,E1-5-EF-NG,Natural gas emission factor,0.202,tCO2e/MWh,2025-FY,ipcc_2006,0.98
DP-E5-031,E5,E5-4-STEEL-RECYC,Recycled steel input,8100.00,tonnes,2025-FY,procurement_records,0.92
DP-E5-032,E5,E5-4-PLASTIC-RECYC,Recycled plastic input,1850.00,tonnes,2025-FY,procurement_records,0.90
DP-E5-033,E5,E5-4-ALUMINUM-RECYC,Recycled aluminum input,2040.00,tonnes,2025-FY,procurement_records,0.91
DP-E5-034,E5,E5-5-WASTE-HAZ-Q1,Hazardous waste Q1,320.00,tonnes,2025-Q1,waste_records,0.94
DP-E5-035,E5,E5-5-WASTE-HAZ-Q2,Hazardous waste Q2,310.00,tonnes,2025-Q2,waste_records,0.94
DP-E5-036,E5,E5-5-WASTE-HAZ-Q3,Hazardous waste Q3,295.00,tonnes,2025-Q3,waste_records,0.94
DP-E5-037,E5,E5-5-WASTE-HAZ-Q4,Hazardous waste Q4,325.00,tonnes,2025-Q4,waste_records,0.94
DP-E5-038,E5,E5-5-WASTE-TOT-Q1,Total waste Q1,2180.00,tonnes,2025-Q1,waste_records,0.93
DP-E5-039,E5,E5-5-WASTE-TOT-Q2,Total waste Q2,2050.00,tonnes,2025-Q2,waste_records,0.93
DP-E5-040,E5,E5-5-WASTE-TOT-Q3,Total waste Q3,1980.00,tonnes,2025-Q3,waste_records,0.93
DP-E5-041,E5,E5-5-WASTE-TOT-Q4,Total waste Q4,2240.00,tonnes,2025-Q4,waste_records,0.93
DP-E5-042,E5,E5-5-WASTE-TOT-2024,Total waste prior year,9100.00,tonnes,2024-FY,waste_records,0.92
DP-E5-043,E5,E5-5-WASTE-HAZ-2024,Hazardous waste prior year,1380.00,tonnes,2024-FY,waste_records,0.93
DP-E5-044,E5,E5-4-RAW-2024,Total raw material prior year,85000.00,tonnes,2024-FY,procurement_records,0.92
DP-E5-045,E5,E5-4-RECYC-PCT-2024,Recycled content prior year,13.00,%,2024-FY,calculated,0.89
DP-E3-021,E3,E3-4-INTAKE-Q1,Water withdrawal Q1,75000.00,m3,2025-Q1,metered,0.95
DP-E3-022,E3,E3-4-INTAKE-Q2,Water withdrawal Q2,68000.00,m3,2025-Q2,metered,0.95
DP-E3-023,E3,E3-4-INTAKE-Q3,Water withdrawal Q3,72000.00,m3,2025-Q3,metered,0.95
DP-E3-024,E3,E3-4-INTAKE-Q4,Water withdrawal Q4,70000.00,m3,2025-Q4,metered,0.95
DP-E3-025,E3,E3-4-INTAKE-2024,Water withdrawal prior year,298000.00,m3,2024-FY,metered,0.94
DP-E3-026,E3,E3-4-RECYC-2024,Water recycled prior year,126000.00,m3,2024-FY,metered,0.91
DP-E3-027,E3,E3-4-RECYC-PCT-2024,Water recycling rate prior year,42.00,%,2024-FY,calculated,0.91
DP-E2-021,E2,E2-4-AIR-NOX-Q1,NOx emissions Q1,12.10,tonnes,2025-Q1,continuous_monitoring,0.93
DP-E2-022,E2,E2-4-AIR-NOX-Q2,NOx emissions Q2,10.80,tonnes,2025-Q2,continuous_monitoring,0.93
DP-E2-023,E2,E2-4-AIR-NOX-Q3,NOx emissions Q3,10.50,tonnes,2025-Q3,continuous_monitoring,0.93
DP-E2-024,E2,E2-4-AIR-NOX-Q4,NOx emissions Q4,11.80,tonnes,2025-Q4,continuous_monitoring,0.93
DP-E2-025,E2,E2-4-AIR-NOX-2024,NOx emissions prior year,48.50,tonnes,2024-FY,continuous_monitoring,0.92
DP-E2-026,E2,E2-4-AIR-SOX-2024,SOx emissions prior year,14.20,tonnes,2024-FY,continuous_monitoring,0.92
DP-E2-027,E2,E2-4-AIR-PM-2024,PM emissions prior year,9.10,tonnes,2024-FY,periodic_measurement,0.87
DP-E2-028,E2,E2-4-AIR-VOC-2024,VOC emissions prior year,25.80,tonnes,2024-FY,mass_balance,0.84
DP-S1-061,S1,S1-6-TOTAL-2024,Total headcount prior year,2420.00,FTE,2024-12-31,hr_system,0.99
DP-S1-062,S1,S1-6-PERM-2024,Permanent employees prior year,2150.00,FTE,2024-12-31,hr_system,0.99
DP-S1-063,S1,S1-9-F-TOTAL-2024,Female percentage prior year,36.00,%,2024-12-31,hr_system,0.99
DP-S1-064,S1,S1-9-F-MGMT-2024,Female in management prior year,25.00,%,2024-12-31,hr_system,0.99
DP-S1-065,S1,S1-14-LTIR-2024,Lost time incident rate prior year,1.45,per 200000 hrs,2024-FY,ehs_system,0.96
DP-S1-066,S1,S1-14-TRIR-2024,Total recordable incident rate prior year,3.20,per 200000 hrs,2024-FY,ehs_system,0.96
DP-S1-067,S1,S1-13-TRAIN-HRS-2024,Training hours per employee prior year,28.00,hours,2024-FY,lms_system,0.94
DP-S1-068,S1,S1-16-GPG-MEAN-2024,Gender pay gap prior year,5.10,%,2024-FY,payroll_analysis,0.96
DP-S1-069,S1,S1-8-CBA-2024,Collective bargaining coverage prior year,76.00,%,2024-12-31,hr_system,0.97
DP-S1-070,S1,S1-6-TURNOVER-2024,Voluntary turnover rate prior year,9.20,%,2024-FY,hr_system,0.97
DP-G1-021,G1,G1-6-PAY-30-2024,Invoices paid within 30 days prior year,68.00,%,2024-FY,erp_system,0.96
DP-G1-022,G1,G1-6-PAY-AVG-2024,Average payment days prior year,42.00,days,2024-FY,erp_system,0.96
DP-G1-023,G1,G1-3-ANTI-TRAIN-2024,Anti-corruption training prior year,88.00,%,2024-FY,lms_system,0.95
DP-G1-024,G1,G1-4-INCIDENTS-2024,Corruption incidents prior year,0.00,count,2024-FY,compliance_records,1.00
DP-G1-025,G1,G1-2-SUPPLIER-2024,Supplier ESG evaluation prior year,55.00,%,2024-FY,procurement_records,0.92
DP-TAX-001,ESRS2,TAX-ELIGIBLE-CAPEX,EU Taxonomy-eligible CapEx,18200000.00,EUR,2025-FY,financial_records,0.90
DP-TAX-002,ESRS2,TAX-ALIGNED-CAPEX,EU Taxonomy-aligned CapEx,8750000.00,EUR,2025-FY,financial_records,0.88
DP-TAX-003,ESRS2,TAX-ELIGIBLE-REV,EU Taxonomy-eligible revenue,112500000.00,EUR,2025-FY,financial_records,0.88
DP-TAX-004,ESRS2,TAX-ALIGNED-REV,EU Taxonomy-aligned revenue,67500000.00,EUR,2025-FY,financial_records,0.85
DP-TAX-005,ESRS2,TAX-ELIGIBLE-OPEX,EU Taxonomy-eligible OpEx,142450000.00,EUR,2025-FY,financial_records,0.87
DP-TAX-006,ESRS2,TAX-ALIGNED-OPEX,EU Taxonomy-aligned OpEx,57750000.00,EUR,2025-FY,financial_records,0.84
DP-TAX-007,ESRS2,TAX-CAPEX-PCT,Taxonomy-aligned CapEx ratio,25.00,%,2025-FY,calculated,0.88
DP-TAX-008,ESRS2,TAX-REV-PCT,Taxonomy-aligned revenue ratio,15.00,%,2025-FY,calculated,0.85
DP-TAX-009,ESRS2,TAX-OPEX-PCT,Taxonomy-aligned OpEx ratio,15.00,%,2025-FY,calculated,0.84
DP-TAX-010,ESRS2,TAX-ACTIVITIES,Number of Taxonomy-eligible activities,6.00,count,2025-FY,assessment,0.92
DP-E1-101,E1,E1-6-S3-C1-STEEL,Cat 1 emissions from steel procurement,42000.00,tCO2e,2025-FY,supplier_specific,0.82
DP-E1-102,E1,E1-6-S3-C1-PLASTIC,Cat 1 emissions from plastic procurement,18500.00,tCO2e,2025-FY,spend_based,0.70
DP-E1-103,E1,E1-6-S3-C1-ELEC,Cat 1 emissions from electronics procurement,12800.00,tCO2e,2025-FY,spend_based,0.68
DP-E1-104,E1,E1-6-S3-C1-RUBBER,Cat 1 emissions from rubber procurement,8200.00,tCO2e,2025-FY,spend_based,0.70
DP-E1-105,E1,E1-6-S3-C1-CHEM,Cat 1 emissions from chemical procurement,6500.00,tCO2e,2025-FY,spend_based,0.72
DP-E1-106,E1,E1-6-S3-C1-OTHER,Cat 1 emissions from other procurement,10000.00,tCO2e,2025-FY,spend_based,0.65
DP-E1-107,E1,E1-6-S3-C4-ROAD,Cat 4 emissions from road transport,8750.00,tCO2e,2025-FY,distance_based,0.82
DP-E1-108,E1,E1-6-S3-C4-RAIL,Cat 4 emissions from rail transport,1250.00,tCO2e,2025-FY,distance_based,0.80
DP-E1-109,E1,E1-6-S3-C4-SEA,Cat 4 emissions from sea freight,2500.00,tCO2e,2025-FY,distance_based,0.78
DP-E1-110,E1,E1-6-S3-C6-AIR,Cat 6 emissions from air travel,1470.00,tCO2e,2025-FY,expense_records,0.90
DP-E1-111,E1,E1-6-S3-C6-RAIL,Cat 6 emissions from rail travel,210.00,tCO2e,2025-FY,expense_records,0.92
DP-E1-112,E1,E1-6-S3-C6-HOTEL,Cat 6 emissions from hotel stays,280.00,tCO2e,2025-FY,expense_records,0.85
DP-E1-113,E1,E1-6-S3-C6-CAR,Cat 6 emissions from rental cars,140.00,tCO2e,2025-FY,expense_records,0.88
DP-E1-114,E1,E1-6-S3-C7-CAR,Cat 7 emissions from car commuting,2380.00,tCO2e,2025-FY,survey_data,0.73
DP-E1-115,E1,E1-6-S3-C7-TRANSIT,Cat 7 emissions from public transit,680.00,tCO2e,2025-FY,survey_data,0.72
DP-E1-116,E1,E1-6-S3-C7-REMOTE,Cat 7 emissions from remote work,340.00,tCO2e,2025-FY,estimated,0.65
DP-E1-117,E1,E1-6-S3-C5-LANDFILL,Cat 5 emissions from landfill,1520.00,tCO2e,2025-FY,waste_records,0.88
DP-E1-118,E1,E1-6-S3-C5-INCIN,Cat 5 emissions from incineration,1140.00,tCO2e,2025-FY,waste_records,0.88
DP-E1-119,E1,E1-6-S3-C5-RECYC,Cat 5 emissions from recycling,760.00,tCO2e,2025-FY,waste_records,0.85
DP-E1-120,E1,E1-6-S3-C5-WW,Cat 5 emissions from wastewater,380.00,tCO2e,2025-FY,calculation,0.80
DP-SUPPLY-001,ESRS2,SUPPLY-TIER1,Tier 1 suppliers,85.00,count,2025-12-31,procurement_records,0.99
DP-SUPPLY-002,ESRS2,SUPPLY-TIER2,Tier 2 suppliers,160.00,count,2025-12-31,procurement_records,0.95
DP-SUPPLY-003,ESRS2,SUPPLY-TOTAL,Total suppliers,245.00,count,2025-12-31,procurement_records,0.98
DP-SUPPLY-004,ESRS2,SUPPLY-CRITICAL,Critical suppliers,22.00,count,2025-12-31,procurement_records,0.99
DP-SUPPLY-005,ESRS2,SUPPLY-ISO14001,Suppliers with ISO 14001,62.00,%,2025-12-31,procurement_records,0.92
DP-SUPPLY-006,ESRS2,SUPPLY-COC,Suppliers signed code of conduct,88.00,%,2025-12-31,procurement_records,0.96
DP-SUPPLY-007,ESRS2,SUPPLY-ESG-SCORE,Average supplier ESG score,72.00,score,2025-12-31,supplier_assessment,0.88
DP-SUPPLY-008,ESRS2,SUPPLY-LOCAL,Local suppliers (within country),58.00,%,2025-12-31,procurement_records,0.94
DP-SUPPLY-009,ESRS2,SUPPLY-EU,EU-based suppliers,82.00,%,2025-12-31,procurement_records,0.95
DP-SUPPLY-010,ESRS2,SUPPLY-SPEND-TOP10,Spend concentration top 10 suppliers,45.00,%,2025-FY,procurement_records,0.97
DP-CERT-001,ESRS2,CERT-ISO14001,ISO 14001 certified sites,3.00,count,2025-12-31,certification_records,1.00
DP-CERT-002,ESRS2,CERT-ISO45001,ISO 45001 certified sites,2.00,count,2025-12-31,certification_records,1.00
DP-CERT-003,ESRS2,CERT-ISO50001,ISO 50001 certified sites,1.00,count,2025-12-31,certification_records,1.00
DP-CERT-004,ESRS2,CERT-ISO9001,ISO 9001 certified sites,4.00,count,2025-12-31,certification_records,1.00
DP-CERT-005,ESRS2,CERT-IATF,IATF 16949 certified sites,4.00,count,2025-12-31,certification_records,1.00
DP-CERT-006,ESRS2,CERT-ECOVADIS,EcoVadis score,72.00,score,2025-12-31,ecovadis_platform,1.00
DP-CERT-007,ESRS2,CERT-CDP-CLIMATE,CDP Climate score,3.00,score_B,2025-FY,cdp_platform,1.00
DP-CERT-008,ESRS2,CERT-CDP-WATER,CDP Water score,3.50,score_B_minus,2025-FY,cdp_platform,1.00
DP-FIN-001,ESRS2,FIN-REVENUE,Total revenue,450000000.00,EUR,2025-FY,audited_financials,1.00
DP-FIN-002,ESRS2,FIN-NET-INCOME,Net income,27000000.00,EUR,2025-FY,audited_financials,1.00
DP-FIN-003,ESRS2,FIN-ASSETS,Total assets,380000000.00,EUR,2025-FY,audited_financials,1.00
DP-FIN-004,ESRS2,FIN-EQUITY,Total equity,165000000.00,EUR,2025-FY,audited_financials,1.00
DP-FIN-005,ESRS2,FIN-CAPEX,Capital expenditure,35000000.00,EUR,2025-FY,audited_financials,1.00
DP-FIN-006,ESRS2,FIN-RD,R&D expenditure,18000000.00,EUR,2025-FY,audited_financials,1.00
DP-FIN-007,ESRS2,FIN-GREEN-REV,Green revenue (Taxonomy-aligned),67500000.00,EUR,2025-FY,financial_records,0.88
DP-FIN-008,ESRS2,FIN-GREEN-CAPEX,Green CapEx (Taxonomy-aligned),8750000.00,EUR,2025-FY,financial_records,0.88
DP-FIN-009,ESRS2,FIN-SUST-INVEST,Total sustainability investment,12050000.00,EUR,2025-FY,financial_records,0.92
DP-FIN-010,ESRS2,FIN-ENERGY-COST,Total energy cost,14000000.00,EUR,2025-FY,financial_records,0.96
DP-E1-121,E1,E1-5-BERLIN-ELEC,Berlin plant electricity,16800.00,MWh,2025-FY,metered,0.98
DP-E1-122,E1,E1-5-BERLIN-GAS,Berlin plant natural gas,7200.00,MWh,2025-FY,metered,0.97
DP-E1-123,E1,E1-5-WROCLAW-ELEC,Wroclaw plant electricity,5200.00,MWh,2025-FY,metered,0.97
DP-E1-124,E1,E1-5-WROCLAW-GAS,Wroclaw plant natural gas,3200.00,MWh,2025-FY,metered,0.96
DP-E1-125,E1,E1-5-PRAGUE-ELEC,Prague hub electricity,1500.00,MWh,2025-FY,metered,0.96
DP-E1-126,E1,E1-5-TIMISOARA-ELEC,Timisoara plant electricity,600.00,MWh,2025-FY,metered,0.95
DP-E1-127,E1,E1-5-TIMISOARA-GAS,Timisoara plant natural gas,1500.00,MWh,2025-FY,metered,0.95
DP-E1-128,E1,E1-5-RD-ELEC,R&D center electricity,7700.00,MWh,2025-FY,metered,0.97
DP-E1-129,E1,E1-5-LYON-ELEC,Lyon office electricity,200.00,MWh,2025-FY,metered,0.94
DP-E1-130,E1,E1-5-PPA,Power purchase agreement volume,5600.00,MWh,2025-FY,contractual,0.98
DP-E1-131,E1,E1-5-GREEN-TARIFF,Green tariff electricity volume,5600.00,MWh,2025-FY,contractual,0.97
DP-S1-071,S1,S1-14-BERLIN-LTIR,Berlin plant LTIR,1.05,per 200000 hrs,2025-FY,ehs_system,0.97
DP-S1-072,S1,S1-14-WROCLAW-LTIR,Wroclaw plant LTIR,1.45,per 200000 hrs,2025-FY,ehs_system,0.97
DP-S1-073,S1,S1-14-TIMISOARA-LTIR,Timisoara plant LTIR,1.80,per 200000 hrs,2025-FY,ehs_system,0.96
DP-S1-074,S1,S1-14-PRAGUE-LTIR,Prague hub LTIR,0.50,per 200000 hrs,2025-FY,ehs_system,0.96
DP-S1-075,S1,S1-9-F-BERLIN,Female percentage Berlin,35.00,%,2025-12-31,hr_system,0.99
DP-S1-076,S1,S1-9-F-WROCLAW,Female percentage Wroclaw,42.00,%,2025-12-31,hr_system,0.99
DP-S1-077,S1,S1-9-F-TIMISOARA,Female percentage Timisoara,48.00,%,2025-12-31,hr_system,0.99
DP-S1-078,S1,S1-9-F-PRAGUE,Female percentage Prague,40.00,%,2025-12-31,hr_system,0.99
DP-S1-079,S1,S1-9-F-RD,Female percentage R&D center,32.00,%,2025-12-31,hr_system,0.99
DP-S1-080,S1,S1-9-F-LYON,Female percentage Lyon office,55.00,%,2025-12-31,hr_system,0.99
DP-E5-046,E5,E5-5-BERLIN-WASTE,Berlin plant total waste,4200.00,tonnes,2025-FY,waste_records,0.95
DP-E5-047,E5,E5-5-WROCLAW-WASTE,Wroclaw plant total waste,2100.00,tonnes,2025-FY,waste_records,0.94
DP-E5-048,E5,E5-5-TIMISOARA-WASTE,Timisoara plant total waste,1200.00,tonnes,2025-FY,waste_records,0.93
DP-E5-049,E5,E5-5-PRAGUE-WASTE,Prague hub total waste,650.00,tonnes,2025-FY,waste_records,0.92
DP-E5-050,E5,E5-5-OTHER-WASTE,Other sites total waste,300.00,tonnes,2025-FY,waste_records,0.88
DP-E3-028,E3,E3-4-BERLIN-WATER,Berlin plant water withdrawal,165000.00,m3,2025-FY,metered,0.97
DP-E3-029,E3,E3-4-WROCLAW-WATER,Wroclaw plant water withdrawal,72000.00,m3,2025-FY,metered,0.96
DP-E3-030,E3,E3-4-TIMISOARA-WATER,Timisoara plant water withdrawal,35000.00,m3,2025-FY,metered,0.95
DP-E3-031,E3,E3-4-PRAGUE-WATER,Prague hub water withdrawal,8000.00,m3,2025-FY,metered,0.94
DP-E3-032,E3,E3-4-OTHER-WATER,Other sites water withdrawal,5000.00,m3,2025-FY,estimated,0.80
DP-DQ-001,ESRS2,DQ-OVERALL,Overall data quality score,0.91,score,2025-FY,data_quality_profiler,0.98
DP-DQ-002,ESRS2,DQ-E1,E1 Climate data quality,0.92,score,2025-FY,data_quality_profiler,0.98
DP-DQ-003,ESRS2,DQ-E2,E2 Pollution data quality,0.91,score,2025-FY,data_quality_profiler,0.97
DP-DQ-004,ESRS2,DQ-E3,E3 Water data quality,0.93,score,2025-FY,data_quality_profiler,0.97
