Agent_ID,Blueprint_Name,Agent_Name,Domain,Subdomain,Category,Level,Sector_Instance,Region,Priority,Complexity,Market_Size_USD_Bn,Carbon_Impact_GtCO2_per_year,Payback_Years,Development_Timeline,Description
GLA-00582,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Canada (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Mining,Canada,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Canada at the fleet level to reduce emissions and operating cost.
GLA-00583,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Nordics (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Mining,Nordics,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Nordics at the fleet level to reduce emissions and operating cost.
GLA-00584,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Australia (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Mining,Australia,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Australia at the fleet level to reduce emissions and operating cost.
GLA-00585,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Brazil (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Mining,Brazil,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Brazil at the fleet level to reduce emissions and operating cost.
GLA-00586,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Global (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Global,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Global at the portfolio level to reduce emissions and operating cost.
GLA-00587,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in US (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,US,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in US at the portfolio level to reduce emissions and operating cost.
GLA-00588,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in EU (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,EU,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in EU at the portfolio level to reduce emissions and operating cost.
GLA-00589,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in UK (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,UK,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in UK at the portfolio level to reduce emissions and operating cost.
GLA-00590,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in China (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,China,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in China at the portfolio level to reduce emissions and operating cost.
GLA-00591,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in India (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,India,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in India at the portfolio level to reduce emissions and operating cost.
GLA-00592,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in SEAsia (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,SEAsia,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in SEAsia at the portfolio level to reduce emissions and operating cost.
GLA-00593,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in MENA (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,MENA,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in MENA at the portfolio level to reduce emissions and operating cost.
GLA-00594,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in LatAm (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,LatAm,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in LatAm at the portfolio level to reduce emissions and operating cost.
GLA-00595,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Africa (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Africa,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Africa at the portfolio level to reduce emissions and operating cost.
GLA-00596,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Japan (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Japan,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Japan at the portfolio level to reduce emissions and operating cost.
GLA-00597,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Canada (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Canada,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Canada at the portfolio level to reduce emissions and operating cost.
GLA-00598,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Nordics (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Nordics,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Nordics at the portfolio level to reduce emissions and operating cost.
GLA-00599,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Australia (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Australia,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Australia at the portfolio level to reduce emissions and operating cost.
GLA-00600,Industrial Process Heat Coordinator,Process Heat Coordinator for Mining in Brazil (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Mining,Brazil,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Mining in Brazil at the portfolio level to reduce emissions and operating cost.
GLA-00601,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Global (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Global,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Global at the asset level to reduce emissions and operating cost.
GLA-00602,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in US (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,US,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in US at the asset level to reduce emissions and operating cost.
GLA-00603,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in EU (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,EU,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in EU at the asset level to reduce emissions and operating cost.
GLA-00604,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in UK (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,UK,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in UK at the asset level to reduce emissions and operating cost.
GLA-00605,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in China (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,China,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in China at the asset level to reduce emissions and operating cost.
GLA-00606,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in India (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,India,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in India at the asset level to reduce emissions and operating cost.
GLA-00607,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in SEAsia (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,SEAsia,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in SEAsia at the asset level to reduce emissions and operating cost.
GLA-00608,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in MENA (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,MENA,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in MENA at the asset level to reduce emissions and operating cost.
GLA-00609,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in LatAm (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,LatAm,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in LatAm at the asset level to reduce emissions and operating cost.
GLA-00610,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Africa (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Africa,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Africa at the asset level to reduce emissions and operating cost.
GLA-00611,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Japan (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Japan,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Japan at the asset level to reduce emissions and operating cost.
GLA-00612,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Canada (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Canada,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Canada at the asset level to reduce emissions and operating cost.
GLA-00613,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Nordics (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Nordics,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Nordics at the asset level to reduce emissions and operating cost.
GLA-00614,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Australia (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Australia,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Australia at the asset level to reduce emissions and operating cost.
GLA-00615,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Brazil (Asset level),Industrial,Process Heat,Coordinator,Asset,Metals,Brazil,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Brazil at the asset level to reduce emissions and operating cost.
GLA-00616,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Global (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Global,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Global at the site level to reduce emissions and operating cost.
GLA-00617,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in US (Site level),Industrial,Process Heat,Coordinator,Site,Metals,US,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in US at the site level to reduce emissions and operating cost.
GLA-00618,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in EU (Site level),Industrial,Process Heat,Coordinator,Site,Metals,EU,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in EU at the site level to reduce emissions and operating cost.
GLA-00619,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in UK (Site level),Industrial,Process Heat,Coordinator,Site,Metals,UK,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in UK at the site level to reduce emissions and operating cost.
GLA-00620,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in China (Site level),Industrial,Process Heat,Coordinator,Site,Metals,China,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in China at the site level to reduce emissions and operating cost.
GLA-00621,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in India (Site level),Industrial,Process Heat,Coordinator,Site,Metals,India,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in India at the site level to reduce emissions and operating cost.
GLA-00622,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in SEAsia (Site level),Industrial,Process Heat,Coordinator,Site,Metals,SEAsia,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in SEAsia at the site level to reduce emissions and operating cost.
GLA-00623,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in MENA (Site level),Industrial,Process Heat,Coordinator,Site,Metals,MENA,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in MENA at the site level to reduce emissions and operating cost.
GLA-00624,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in LatAm (Site level),Industrial,Process Heat,Coordinator,Site,Metals,LatAm,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in LatAm at the site level to reduce emissions and operating cost.
GLA-00625,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Africa (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Africa,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Africa at the site level to reduce emissions and operating cost.
GLA-00626,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Japan (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Japan,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Japan at the site level to reduce emissions and operating cost.
GLA-00627,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Canada (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Canada,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Canada at the site level to reduce emissions and operating cost.
GLA-00628,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Nordics (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Nordics,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Nordics at the site level to reduce emissions and operating cost.
GLA-00629,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Australia (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Australia,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Australia at the site level to reduce emissions and operating cost.
GLA-00630,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Brazil (Site level),Industrial,Process Heat,Coordinator,Site,Metals,Brazil,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Brazil at the site level to reduce emissions and operating cost.
GLA-00631,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Global (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Global,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Global at the fleet level to reduce emissions and operating cost.
GLA-00632,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in US (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,US,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in US at the fleet level to reduce emissions and operating cost.
GLA-00633,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in EU (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,EU,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in EU at the fleet level to reduce emissions and operating cost.
GLA-00634,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in UK (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,UK,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in UK at the fleet level to reduce emissions and operating cost.
GLA-00635,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in China (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,China,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in China at the fleet level to reduce emissions and operating cost.
GLA-00636,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in India (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,India,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in India at the fleet level to reduce emissions and operating cost.
GLA-00637,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in SEAsia (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,SEAsia,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in SEAsia at the fleet level to reduce emissions and operating cost.
GLA-00638,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in MENA (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,MENA,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in MENA at the fleet level to reduce emissions and operating cost.
GLA-00639,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in LatAm (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,LatAm,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in LatAm at the fleet level to reduce emissions and operating cost.
GLA-00640,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Africa (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Africa,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Africa at the fleet level to reduce emissions and operating cost.
GLA-00641,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Japan (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Japan,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Japan at the fleet level to reduce emissions and operating cost.
GLA-00642,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Canada (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Canada,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Canada at the fleet level to reduce emissions and operating cost.
GLA-00643,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Nordics (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Nordics,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Nordics at the fleet level to reduce emissions and operating cost.
GLA-00644,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Australia (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Australia,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Australia at the fleet level to reduce emissions and operating cost.
GLA-00645,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Brazil (Fleet level),Industrial,Process Heat,Coordinator,Fleet,Metals,Brazil,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Brazil at the fleet level to reduce emissions and operating cost.
GLA-00646,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Global (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Global,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Global at the portfolio level to reduce emissions and operating cost.
GLA-00647,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in US (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,US,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in US at the portfolio level to reduce emissions and operating cost.
GLA-00648,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in EU (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,EU,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in EU at the portfolio level to reduce emissions and operating cost.
GLA-00649,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in UK (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,UK,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in UK at the portfolio level to reduce emissions and operating cost.
GLA-00650,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in China (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,China,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in China at the portfolio level to reduce emissions and operating cost.
GLA-00651,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in India (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,India,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in India at the portfolio level to reduce emissions and operating cost.
GLA-00652,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in SEAsia (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,SEAsia,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in SEAsia at the portfolio level to reduce emissions and operating cost.
GLA-00653,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in MENA (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,MENA,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in MENA at the portfolio level to reduce emissions and operating cost.
GLA-00654,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in LatAm (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,LatAm,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in LatAm at the portfolio level to reduce emissions and operating cost.
GLA-00655,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Africa (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Africa,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Africa at the portfolio level to reduce emissions and operating cost.
GLA-00656,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Japan (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Japan,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Japan at the portfolio level to reduce emissions and operating cost.
GLA-00657,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Canada (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Canada,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Canada at the portfolio level to reduce emissions and operating cost.
GLA-00658,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Nordics (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Nordics,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Nordics at the portfolio level to reduce emissions and operating cost.
GLA-00659,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Australia (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Australia,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Australia at the portfolio level to reduce emissions and operating cost.
GLA-00660,Industrial Process Heat Coordinator,Process Heat Coordinator for Metals in Brazil (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,Metals,Brazil,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Metals in Brazil at the portfolio level to reduce emissions and operating cost.
GLA-00661,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in Global (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,Global,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in Global at the asset level to reduce emissions and operating cost.
GLA-00662,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in US (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,US,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in US at the asset level to reduce emissions and operating cost.
GLA-00663,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in EU (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,EU,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in EU at the asset level to reduce emissions and operating cost.
GLA-00664,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in UK (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,UK,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in UK at the asset level to reduce emissions and operating cost.
GLA-00665,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in China (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,China,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in China at the asset level to reduce emissions and operating cost.
GLA-00666,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in India (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,India,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in India at the asset level to reduce emissions and operating cost.
GLA-00667,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in SEAsia (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,SEAsia,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in SEAsia at the asset level to reduce emissions and operating cost.
GLA-00668,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in MENA (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,MENA,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in MENA at the asset level to reduce emissions and operating cost.
GLA-00669,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in LatAm (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,LatAm,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in LatAm at the asset level to reduce emissions and operating cost.
GLA-00670,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in Africa (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,Africa,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in Africa at the asset level to reduce emissions and operating cost.
GLA-00671,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in Japan (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,Japan,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in Japan at the asset level to reduce emissions and operating cost.
GLA-00672,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in Canada (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,Canada,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in Canada at the asset level to reduce emissions and operating cost.
GLA-00673,Industrial Process Heat Optimizer,Process Heat Optimizer for GenericIndustrial in Nordics (Asset level),Industrial,Process Heat,Optimizer,Asset,GenericIndustrial,Nordics,P0,High,2,2.5,02-May,Q4 2025,AI optimizer agent that optimizes process heat in the industrial sector for GenericIndustrial in Nordics at the asset level to reduce emissions and operating cost.
