Agent_ID,Blueprint_Name,Agent_Name,Domain,Subdomain,Category,Level,Sector_Instance,Region,Priority,Complexity,Market_Size_USD_Bn,Carbon_Impact_GtCO2_per_year,Payback_Years,Development_Timeline,Description
GLA-01372,Industrial Combustion Calculator,Combustion Calculator for FoodBeverage in SEAsia (Portfolio level),Industrial,Combustion,Calculator,Portfolio,FoodBeverage,SEAsia,P2,Low,3.6,1.4,0.5-2,Q4 2026,AI calculator agent that calculates and quantifies combustion in the industrial sector for FoodBeverage in SEAsia at the portfolio level to reduce emissions and operating cost.
GLA-01373,Industrial Process Heat Reporter,Process Heat Reporter for Glass in MENA (Asset level),Industrial,Process Heat,Reporter,Asset,Glass,MENA,P2,Low,2.0,2.5,0.5-2,Q1 2027,AI reporter agent that reports and documents process heat in the industrial sector for Glass in MENA at the asset level to reduce emissions and operating cost.
GLA-01374,Industrial Heat Recovery Integrator,Heat Recovery Integrator for Mining in LatAm (Site level),Industrial,Heat Recovery,Integrator,Site,Mining,LatAm,P0,High,3.0,1.8,2-5,Q4 2025,AI integrator agent that integrates and connects heat recovery in the industrial sector for Mining in LatAm at the site level to reduce emissions and operating cost.
GLA-01375,Industrial Heat Pumps Communicator,Heat Pumps Communicator for Ceramics in Africa (Fleet level),Industrial,Heat Pumps,Communicator,Fleet,Ceramics,Africa,P2,Low,5.4,2.2,0.5-2,Q1 2027,AI communicator agent that communicates and engages heat pumps in the industrial sector for Ceramics in Africa at the fleet level to reduce emissions and operating cost.
GLA-01376,Industrial Process Integration Coordinator,Process Integration Coordinator for GenericIndustrial in Japan (Portfolio level),Industrial,Process Integration,Coordinator,Portfolio,GenericIndustrial,Japan,P0,High,3.2,1.0,2-5,Q4 2025,AI coordinator agent that coordinates and orchestrates process integration in the industrial sector for GenericIndustrial in Japan at the portfolio level to reduce emissions and operating cost.
GLA-01377,Industrial Future Fuels Optimizer,Future Fuels Optimizer for Steel in Canada (Asset level),Industrial,Future Fuels,Optimizer,Asset,Steel,Canada,P0,High,1.2,1.5,2-5,Q1 2026,AI optimizer agent that optimizes and enhances future fuels in the industrial sector for Steel in Canada at the asset level to reduce emissions and operating cost.
GLA-01378,Industrial Steam & Boilers Monitor,Steam & Boilers Monitor for Cement in Nordics (Site level),Industrial,Steam & Boilers,Monitor,Site,Cement,Nordics,P1,Medium,2.0,1.6,1-3,Q2 2026,AI monitor agent that monitors and tracks steam & boilers in the industrial sector for Cement in Nordics at the site level to reduce emissions and operating cost.
GLA-01379,Industrial Combustion Controller,Combustion Controller for Chemicals in Australia (Fleet level),Industrial,Combustion,Controller,Fleet,Chemicals,Australia,P1,Medium,2.7,1.4,1-3,Q3 2026,AI controller agent that controls and regulates combustion in the industrial sector for Chemicals in Australia at the fleet level to reduce emissions and operating cost.
GLA-01380,Industrial Process Heat Automator,Process Heat Automator for Refining in Brazil (Portfolio level),Industrial,Process Heat,Automator,Portfolio,Refining,Brazil,P1,Medium,8.0,2.5,1-3,Q2 2026,AI automator agent that automates and manages process heat in the industrial sector for Refining in Brazil at the portfolio level to reduce emissions and operating cost.
GLA-01381,Industrial Heat Recovery Predictor,Heat Recovery Predictor for Petrochemicals in Global (Asset level),Industrial,Heat Recovery,Predictor,Asset,Petrochemicals,Global,P1,Medium,1.5,1.8,1-3,Q3 2026,AI predictor agent that predicts and forecasts heat recovery in the industrial sector for Petrochemicals in Global at the asset level to reduce emissions and operating cost.
GLA-01382,Industrial Heat Pumps Analyzer,Heat Pumps Analyzer for PulpPaper in US (Site level),Industrial,Heat Pumps,Analyzer,Site,PulpPaper,US,P1,Medium,3.6,2.2,1-3,Q2 2026,AI analyzer agent that analyzes and evaluates heat pumps in the industrial sector for PulpPaper in US at the site level to reduce emissions and operating cost.
GLA-01383,Industrial Process Integration Calculator,Process Integration Calculator for FoodBeverage in EU (Fleet level),Industrial,Process Integration,Calculator,Fleet,FoodBeverage,EU,P2,Low,2.4,1.0,0.5-2,Q1 2027,AI calculator agent that calculates and quantifies process integration in the industrial sector for FoodBeverage in EU at the fleet level to reduce emissions and operating cost.
GLA-01384,Industrial Future Fuels Reporter,Future Fuels Reporter for Glass in UK (Portfolio level),Industrial,Future Fuels,Reporter,Portfolio,Glass,UK,P2,Low,4.8,1.5,0.5-2,Q4 2026,AI reporter agent that reports and documents future fuels in the industrial sector for Glass in UK at the portfolio level to reduce emissions and operating cost.
GLA-01385,Industrial Steam & Boilers Integrator,Steam & Boilers Integrator for Mining in China (Asset level),Industrial,Steam & Boilers,Integrator,Asset,Mining,China,P0,High,1.0,1.6,2-5,Q1 2026,AI integrator agent that integrates and connects steam & boilers in the industrial sector for Mining in China at the asset level to reduce emissions and operating cost.
GLA-01386,Industrial Combustion Communicator,Combustion Communicator for Ceramics in India (Site level),Industrial,Combustion,Communicator,Site,Ceramics,India,P2,Low,1.8,1.4,0.5-2,Q4 2026,AI communicator agent that communicates and engages combustion in the industrial sector for Ceramics in India at the site level to reduce emissions and operating cost.
GLA-01387,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in SEAsia (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,SEAsia,P0,High,6.0,2.5,2-5,Q1 2026,AI coordinator agent that coordinates and orchestrates process heat in the industrial sector for GenericIndustrial in SEAsia at the fleet level to reduce emissions and operating cost.
GLA-01388,Industrial Heat Recovery Optimizer,Heat Recovery Optimizer for Steel in MENA (Portfolio level),Industrial,Heat Recovery,Optimizer,Portfolio,Steel,MENA,P0,High,6.0,1.8,2-5,Q4 2025,AI optimizer agent that optimizes and enhances heat recovery in the industrial sector for Steel in MENA at the portfolio level to reduce emissions and operating cost.
GLA-01389,Industrial Heat Pumps Monitor,Heat Pumps Monitor for Cement in LatAm (Asset level),Industrial,Heat Pumps,Monitor,Asset,Cement,LatAm,P1,Medium,1.8,2.2,1-3,Q3 2026,AI monitor agent that monitors and tracks heat pumps in the industrial sector for Cement in LatAm at the asset level to reduce emissions and operating cost.
GLA-01390,Industrial Process Integration Controller,Process Integration Controller for Chemicals in Africa (Site level),Industrial,Process Integration,Controller,Site,Chemicals,Africa,P1,Medium,1.6,1.0,1-3,Q2 2026,AI controller agent that controls and regulates process integration in the industrial sector for Chemicals in Africa at the site level to reduce emissions and operating cost.
GLA-01391,Industrial Future Fuels Automator,Future Fuels Automator for Refining in Japan (Fleet level),Industrial,Future Fuels,Automator,Fleet,Refining,Japan,P1,Medium,3.6,1.5,1-3,Q3 2026,AI automator agent that automates and manages future fuels in the industrial sector for Refining in Japan at the fleet level to reduce emissions and operating cost.
GLA-01392,Industrial Steam & Boilers Predictor,Steam & Boilers Predictor for Petrochemicals in Canada (Portfolio level),Industrial,Steam & Boilers,Predictor,Portfolio,Petrochemicals,Canada,P1,Medium,4.0,1.6,1-3,Q2 2026,AI predictor agent that predicts and forecasts steam & boilers in the industrial sector for Petrochemicals in Canada at the portfolio level to reduce emissions and operating cost.
GLA-01393,Industrial Combustion Analyzer,Combustion Analyzer for PulpPaper in Nordics (Asset level),Industrial,Combustion,Analyzer,Asset,PulpPaper,Nordics,P1,Medium,0.9,1.4,1-3,Q3 2026,AI analyzer agent that analyzes and evaluates combustion in the industrial sector for PulpPaper in Nordics at the asset level to reduce emissions and operating cost.
GLA-01394,Industrial Process Heat Calculator,Process Heat Calculator for FoodBeverage in Australia (Site level),Industrial,Process Heat,Calculator,Site,FoodBeverage,Australia,P2,Low,4.0,2.5,0.5-2,Q4 2026,AI calculator agent that calculates and quantifies process heat in the industrial sector for FoodBeverage in Australia at the site level to reduce emissions and operating cost.
GLA-01395,Industrial Heat Recovery Reporter,Heat Recovery Reporter for Glass in Brazil (Fleet level),Industrial,Heat Recovery,Reporter,Fleet,Glass,Brazil,P2,Low,4.5,1.8,0.5-2,Q1 2027,AI reporter agent that reports and documents heat recovery in the industrial sector for Glass in Brazil at the fleet level to reduce emissions and operating cost.
GLA-01396,Industrial Heat Pumps Integrator,Heat Pumps Integrator for Mining in Global (Portfolio level),Industrial,Heat Pumps,Integrator,Portfolio,Mining,Global,P0,High,7.2,2.2,2-5,Q4 2025,AI integrator agent that integrates and connects heat pumps in the industrial sector for Mining in Global at the portfolio level to reduce emissions and operating cost.
GLA-01397,Industrial Process Integration Communicator,Process Integration Communicator for Ceramics in US (Asset level),Industrial,Process Integration,Communicator,Asset,Ceramics,US,P2,Low,0.8,1.0,0.5-2,Q1 2027,AI communicator agent that communicates and engages process integration in the industrial sector for Ceramics in US at the asset level to reduce emissions and operating cost.
GLA-01398,Industrial Future Fuels Coordinator,Future Fuels Coordinator for GenericIndustrial in EU (Site level),Industrial,Future Fuels,Coordinator,Site,GenericIndustrial,EU,P0,High,2.4,1.5,2-5,Q4 2025,AI coordinator agent that coordinates and orchestrates future fuels in the industrial sector for GenericIndustrial in EU at the site level to reduce emissions and operating cost.
GLA-01399,Industrial Steam & Boilers Optimizer,Steam & Boilers Optimizer for Steel in UK (Fleet level),Industrial,Steam & Boilers,Optimizer,Fleet,Steel,UK,P0,High,3.0,1.6,2-5,Q1 2026,AI optimizer agent that optimizes and enhances steam & boilers in the industrial sector for Steel in UK at the fleet level to reduce emissions and operating cost.
GLA-01400,Industrial Combustion Monitor,Combustion Monitor for Cement in China (Portfolio level),Industrial,Combustion,Monitor,Portfolio,Cement,China,P1,Medium,3.6,1.4,1-3,Q2 2026,AI monitor agent that monitors and tracks combustion in the industrial sector for Cement in China at the portfolio level to reduce emissions and operating cost.
GLA-01401,Industrial Process Heat Controller,Process Heat Controller for Chemicals in India (Asset level),Industrial,Process Heat,Controller,Asset,Chemicals,India,P1,Medium,2.0,2.5,1-3,Q3 2026,AI controller agent that controls and regulates process heat in the industrial sector for Chemicals in India at the asset level to reduce emissions and operating cost.
GLA-01402,Industrial Heat Recovery Automator,Heat Recovery Automator for Refining in SEAsia (Site level),Industrial,Heat Recovery,Automator,Site,Refining,SEAsia,P1,Medium,3.0,1.8,1-3,Q2 2026,AI automator agent that automates and manages heat recovery in the industrial sector for Refining in SEAsia at the site level to reduce emissions and operating cost.
GLA-01403,Industrial Heat Pumps Predictor,Heat Pumps Predictor for Petrochemicals in MENA (Fleet level),Industrial,Heat Pumps,Predictor,Fleet,Petrochemicals,MENA,P1,Medium,5.4,2.2,1-3,Q3 2026,AI predictor agent that predicts and forecasts heat pumps in the industrial sector for Petrochemicals in MENA at the fleet level to reduce emissions and operating cost.
GLA-01404,Industrial Process Integration Analyzer,Process Integration Analyzer for PulpPaper in LatAm (Portfolio level),Industrial,Process Integration,Analyzer,Portfolio,PulpPaper,LatAm,P1,Medium,3.2,1.0,1-3,Q2 2026,AI analyzer agent that analyzes and evaluates process integration in the industrial sector for PulpPaper in LatAm at the portfolio level to reduce emissions and operating cost.
GLA-01405,Industrial Future Fuels Calculator,Future Fuels Calculator for FoodBeverage in Africa (Asset level),Industrial,Future Fuels,Calculator,Asset,FoodBeverage,Africa,P2,Low,1.2,1.5,0.5-2,Q1 2027,AI calculator agent that calculates and quantifies future fuels in the industrial sector for FoodBeverage in Africa at the asset level to reduce emissions and operating cost.
GLA-01406,Industrial Steam & Boilers Reporter,Steam & Boilers Reporter for Glass in Japan (Site level),Industrial,Steam & Boilers,Reporter,Site,Glass,Japan,P2,Low,2.0,1.6,0.5-2,Q4 2026,AI reporter agent that reports and documents steam & boilers in the industrial sector for Glass in Japan at the site level to reduce emissions and operating cost.
GLA-01407,Industrial Combustion Integrator,Combustion Integrator for Mining in Canada (Fleet level),Industrial,Combustion,Integrator,Fleet,Mining,Canada,P0,High,2.7,1.4,2-5,Q1 2026,AI integrator agent that integrates and connects combustion in the industrial sector for Mining in Canada at the fleet level to reduce emissions and operating cost.
GLA-01408,Industrial Process Heat Communicator,Process Heat Communicator for Ceramics in Nordics (Portfolio level),Industrial,Process Heat,Communicator,Portfolio,Ceramics,Nordics,P2,Low,8.0,2.5,0.5-2,Q4 2026,AI communicator agent that communicates and engages process heat in the industrial sector for Ceramics in Nordics at the portfolio level to reduce emissions and operating cost.
GLA-01409,Industrial Heat Recovery Coordinator,Heat Recovery Coordinator for GenericIndustrial in Australia (Asset level),Industrial,Heat Recovery,Coordinator,Asset,GenericIndustrial,Australia,P0,High,1.5,1.8,2-5,Q1 2026,AI coordinator agent that coordinates and orchestrates heat recovery in the industrial sector for GenericIndustrial in Australia at the asset level to reduce emissions and operating cost.
GLA-01410,Industrial Heat Pumps Optimizer,Heat Pumps Optimizer for Steel in Brazil (Site level),Industrial,Heat Pumps,Optimizer,Site,Steel,Brazil,P0,High,3.6,2.2,2-5,Q4 2025,AI optimizer agent that optimizes and enhances heat pumps in the industrial sector for Steel in Brazil at the site level to reduce emissions and operating cost.
GLA-01411,Industrial Process Integration Monitor,Process Integration Monitor for Cement in Global (Fleet level),Industrial,Process Integration,Monitor,Fleet,Cement,Global,P1,Medium,2.4,1.0,1-3,Q3 2026,AI monitor agent that monitors and tracks process integration in the industrial sector for Cement in Global at the fleet level to reduce emissions and operating cost.
GLA-01412,Industrial Future Fuels Controller,Future Fuels Controller for Chemicals in US (Portfolio level),Industrial,Future Fuels,Controller,Portfolio,Chemicals,US,P1,Medium,4.8,1.5,1-3,Q2 2026,AI controller agent that controls and regulates future fuels in the industrial sector for Chemicals in US at the portfolio level to reduce emissions and operating cost.
GLA-01413,Industrial Steam & Boilers Automator,Steam & Boilers Automator for Refining in EU (Asset level),Industrial,Steam & Boilers,Automator,Asset,Refining,EU,P1,Medium,1.0,1.6,1-3,Q3 2026,AI automator agent that automates and manages steam & boilers in the industrial sector for Refining in EU at the asset level to reduce emissions and operating cost.
GLA-01414,Industrial Combustion Predictor,Combustion Predictor for Petrochemicals in UK (Site level),Industrial,Combustion,Predictor,Site,Petrochemicals,UK,P1,Medium,1.8,1.4,1-3,Q2 2026,AI predictor agent that predicts and forecasts combustion in the industrial sector for Petrochemicals in UK at the site level to reduce emissions and operating cost.
GLA-01415,Industrial Process Heat Analyzer,Process Heat Analyzer for PulpPaper in China (Fleet level),Industrial,Process Heat,Analyzer,Fleet,PulpPaper,China,P1,Medium,6.0,2.5,1-3,Q3 2026,AI analyzer agent that analyzes and evaluates process heat in the industrial sector for PulpPaper in China at the fleet level to reduce emissions and operating cost.
GLA-01416,Industrial Heat Recovery Calculator,Heat Recovery Calculator for FoodBeverage in India (Portfolio level),Industrial,Heat Recovery,Calculator,Portfolio,FoodBeverage,India,P2,Low,6.0,1.8,0.5-2,Q4 2026,AI calculator agent that calculates and quantifies heat recovery in the industrial sector for FoodBeverage in India at the portfolio level to reduce emissions and operating cost.
GLA-01417,Industrial Heat Pumps Reporter,Heat Pumps Reporter for Glass in SEAsia (Asset level),Industrial,Heat Pumps,Reporter,Asset,Glass,SEAsia,P2,Low,1.8,2.2,0.5-2,Q1 2027,AI reporter agent that reports and documents heat pumps in the industrial sector for Glass in SEAsia at the asset level to reduce emissions and operating cost.
GLA-01418,Industrial Process Integration Integrator,Process Integration Integrator for Mining in MENA (Site level),Industrial,Process Integration,Integrator,Site,Mining,MENA,P0,High,1.6,1.0,2-5,Q4 2025,AI integrator agent that integrates and connects process integration in the industrial sector for Mining in MENA at the site level to reduce emissions and operating cost.
GLA-01419,Industrial Future Fuels Communicator,Future Fuels Communicator for Ceramics in LatAm (Fleet level),Industrial,Future Fuels,Communicator,Fleet,Ceramics,LatAm,P2,Low,3.6,1.5,0.5-2,Q1 2027,AI communicator agent that communicates and engages future fuels in the industrial sector for Ceramics in LatAm at the fleet level to reduce emissions and operating cost.
GLA-01420,Industrial Steam & Boilers Coordinator,Steam & Boilers Coordinator for GenericIndustrial in Africa (Portfolio level),Industrial,Steam & Boilers,Coordinator,Portfolio,GenericIndustrial,Africa,P0,High,4.0,1.6,2-5,Q4 2025,AI coordinator agent that coordinates and orchestrates steam & boilers in the industrial sector for GenericIndustrial in Africa at the portfolio level to reduce emissions and operating cost.
GLA-01421,Industrial Combustion Optimizer,Combustion Optimizer for Steel in Japan (Asset level),Industrial,Combustion,Optimizer,Asset,Steel,Japan,P0,High,0.9,1.4,2-5,Q1 2026,AI optimizer agent that optimizes and enhances combustion in the industrial sector for Steel in Japan at the asset level to reduce emissions and operating cost.
GLA-01422,Industrial Process Heat Monitor,Process Heat Monitor for Cement in Canada (Site level),Industrial,Process Heat,Monitor,Site,Cement,Canada,P1,Medium,4.0,2.5,1-3,Q2 2026,AI monitor agent that monitors and tracks process heat in the industrial sector for Cement in Canada at the site level to reduce emissions and operating cost.
GLA-01423,Industrial Heat Recovery Controller,Heat Recovery Controller for Chemicals in Nordics (Fleet level),Industrial,Heat Recovery,Controller,Fleet,Chemicals,Nordics,P1,Medium,4.5,1.8,1-3,Q3 2026,AI controller agent that controls and regulates heat recovery in the industrial sector for Chemicals in Nordics at the fleet level to reduce emissions and operating cost.
GLA-01424,Industrial Heat Pumps Automator,Heat Pumps Automator for Refining in Australia (Portfolio level),Industrial,Heat Pumps,Automator,Portfolio,Refining,Australia,P1,Medium,7.2,2.2,1-3,Q2 2026,AI automator agent that automates and manages heat pumps in the industrial sector for Refining in Australia at the portfolio level to reduce emissions and operating cost.
GLA-01425,Industrial Process Integration Predictor,Process Integration Predictor for Petrochemicals in Brazil (Asset level),Industrial,Process Integration,Predictor,Asset,Petrochemicals,Brazil,P1,Medium,0.8,1.0,1-3,Q3 2026,AI predictor agent that predicts and forecasts process integration in the industrial sector for Petrochemicals in Brazil at the asset level to reduce emissions and operating cost.
GLA-01426,Industrial Future Fuels Analyzer,Future Fuels Analyzer for PulpPaper in Global (Site level),Industrial,Future Fuels,Analyzer,Site,PulpPaper,Global,P1,Medium,2.4,1.5,1-3,Q2 2026,AI analyzer agent that analyzes and evaluates future fuels in the industrial sector for PulpPaper in Global at the site level to reduce emissions and operating cost.
GLA-01427,Industrial Steam & Boilers Calculator,Steam & Boilers Calculator for FoodBeverage in US (Fleet level),Industrial,Steam & Boilers,Calculator,Fleet,FoodBeverage,US,P2,Low,3.0,1.6,0.5-2,Q1 2027,AI calculator agent that calculates and quantifies steam & boilers in the industrial sector for FoodBeverage in US at the fleet level to reduce emissions and operating cost.
GLA-01428,Industrial Combustion Reporter,Combustion Reporter for Glass in EU (Portfolio level),Industrial,Combustion,Reporter,Portfolio,Glass,EU,P2,Low,3.6,1.4,0.5-2,Q4 2026,AI reporter agent that reports and documents combustion in the industrial sector for Glass in EU at the portfolio level to reduce emissions and operating cost.
GLA-01429,Industrial Process Heat Integrator,Process Heat Integrator for Mining in UK (Asset level),Industrial,Process Heat,Integrator,Asset,Mining,UK,P0,High,2.0,2.5,2-5,Q1 2026,AI integrator agent that integrates and connects process heat in the industrial sector for Mining in UK at the asset level to reduce emissions and operating cost.
GLA-01430,Industrial Heat Recovery Communicator,Heat Recovery Communicator for Ceramics in China (Site level),Industrial,Heat Recovery,Communicator,Site,Ceramics,China,P2,Low,3.0,1.8,0.5-2,Q4 2026,AI communicator agent that communicates and engages heat recovery in the industrial sector for Ceramics in China at the site level to reduce emissions and operating cost.
GLA-01431,Industrial Heat Pumps Coordinator,Heat Pumps Coordinator for GenericIndustrial in India (Fleet level),Industrial,Heat Pumps,Coordinator,Fleet,GenericIndustrial,India,P0,High,5.4,2.2,2-5,Q1 2026,AI coordinator agent that coordinates and orchestrates heat pumps in the industrial sector for GenericIndustrial in India at the fleet level to reduce emissions and operating cost.
GLA-01432,Industrial Process Integration Optimizer,Process Integration Optimizer for Steel in SEAsia (Portfolio level),Industrial,Process Integration,Optimizer,Portfolio,Steel,SEAsia,P0,High,3.2,1.0,2-5,Q4 2025,AI optimizer agent that optimizes and enhances process integration in the industrial sector for Steel in SEAsia at the portfolio level to reduce emissions and operating cost.
GLA-01433,Industrial Future Fuels Monitor,Future Fuels Monitor for Cement in MENA (Asset level),Industrial,Future Fuels,Monitor,Asset,Cement,MENA,P1,Medium,1.2,1.5,1-3,Q3 2026,AI monitor agent that monitors and tracks future fuels in the industrial sector for Cement in MENA at the asset level to reduce emissions and operating cost.
GLA-01434,Industrial Steam & Boilers Controller,Steam & Boilers Controller for Chemicals in LatAm (Site level),Industrial,Steam & Boilers,Controller,Site,Chemicals,LatAm,P1,Medium,2.0,1.6,1-3,Q2 2026,AI controller agent that controls and regulates steam & boilers in the industrial sector for Chemicals in LatAm at the site level to reduce emissions and operating cost.
GLA-01435,Industrial Combustion Automator,Combustion Automator for Refining in Africa (Fleet level),Industrial,Combustion,Automator,Fleet,Refining,Africa,P1,Medium,2.7,1.4,1-3,Q3 2026,AI automator agent that automates and manages combustion in the industrial sector for Refining in Africa at the fleet level to reduce emissions and operating cost.
GLA-01436,Industrial Process Heat Predictor,Process Heat Predictor for Petrochemicals in Japan (Portfolio level),Industrial,Process Heat,Predictor,Portfolio,Petrochemicals,Japan,P1,Medium,8.0,2.5,1-3,Q2 2026,AI predictor agent that predicts and forecasts process heat in the industrial sector for Petrochemicals in Japan at the portfolio level to reduce emissions and operating cost.
GLA-01437,Industrial Heat Recovery Analyzer,Heat Recovery Analyzer for PulpPaper in Canada (Asset level),Industrial,Heat Recovery,Analyzer,Asset,PulpPaper,Canada,P1,Medium,1.5,1.8,1-3,Q3 2026,AI analyzer agent that analyzes and evaluates heat recovery in the industrial sector for PulpPaper in Canada at the asset level to reduce emissions and operating cost.
GLA-01438,Industrial Heat Pumps Calculator,Heat Pumps Calculator for FoodBeverage in Nordics (Site level),Industrial,Heat Pumps,Calculator,Site,FoodBeverage,Nordics,P2,Low,3.6,2.2,0.5-2,Q4 2026,AI calculator agent that calculates and quantifies heat pumps in the industrial sector for FoodBeverage in Nordics at the site level to reduce emissions and operating cost.
GLA-01439,Industrial Process Integration Reporter,Process Integration Reporter for Glass in Australia (Fleet level),Industrial,Process Integration,Reporter,Fleet,Glass,Australia,P2,Low,2.4,1.0,0.5-2,Q1 2027,AI reporter agent that reports and documents process integration in the industrial sector for Glass in Australia at the fleet level to reduce emissions and operating cost.
GLA-01440,Industrial Future Fuels Integrator,Future Fuels Integrator for Mining in Brazil (Portfolio level),Industrial,Future Fuels,Integrator,Portfolio,Mining,Brazil,P0,High,4.8,1.5,2-5,Q4 2025,AI integrator agent that integrates and connects future fuels in the industrial sector for Mining in Brazil at the portfolio level to reduce emissions and operating cost.
GLA-01441,Industrial Steam & Boilers Communicator,Steam & Boilers Communicator for Ceramics in Global (Asset level),Industrial,Steam & Boilers,Communicator,Asset,Ceramics,Global,P2,Low,1.0,1.6,0.5-2,Q1 2027,AI communicator agent that communicates and engages steam & boilers in the industrial sector for Ceramics in Global at the asset level to reduce emissions and operating cost.
GLA-01442,Industrial Combustion Coordinator,Combustion Coordinator for GenericIndustrial in US (Site level),Industrial,Combustion,Coordinator,Site,GenericIndustrial,US,P0,High,1.8,1.4,2-5,Q4 2025,AI coordinator agent that coordinates and orchestrates combustion in the industrial sector for GenericIndustrial in US at the site level to reduce emissions and operating cost.
GLA-01443,Industrial Process Heat Optimizer,Process Heat Optimizer for Steel in EU (Fleet level),Industrial,Process Heat,Optimizer,Fleet,Steel,EU,P0,High,6.0,2.5,2-5,Q1 2026,AI optimizer agent that optimizes and enhances process heat in the industrial sector for Steel in EU at the fleet level to reduce emissions and operating cost.
GLA-01444,Industrial Heat Recovery Monitor,Heat Recovery Monitor for Cement in UK (Portfolio level),Industrial,Heat Recovery,Monitor,Portfolio,Cement,UK,P1,Medium,6.0,1.8,1-3,Q2 2026,AI monitor agent that monitors and tracks heat recovery in the industrial sector for Cement in UK at the portfolio level to reduce emissions and operating cost.
GLA-01445,Industrial Heat Pumps Controller,Heat Pumps Controller for Chemicals in China (Asset level),Industrial,Heat Pumps,Controller,Asset,Chemicals,China,P1,Medium,1.8,2.2,1-3,Q3 2026,AI controller agent that controls and regulates heat pumps in the industrial sector for Chemicals in China at the asset level to reduce emissions and operating cost.
GLA-01446,Industrial Process Integration Automator,Process Integration Automator for Refining in India (Site level),Industrial,Process Integration,Automator,Site,Refining,India,P1,Medium,1.6,1.0,1-3,Q2 2026,AI automator agent that automates and manages process integration in the industrial sector for Refining in India at the site level to reduce emissions and operating cost.
GLA-01447,Industrial Future Fuels Predictor,Future Fuels Predictor for Petrochemicals in SEAsia (Fleet level),Industrial,Future Fuels,Predictor,Fleet,Petrochemicals,SEAsia,P1,Medium,3.6,1.5,1-3,Q3 2026,AI predictor agent that predicts and forecasts future fuels in the industrial sector for Petrochemicals in SEAsia at the fleet level to reduce emissions and operating cost.
GLA-01448,Industrial Steam & Boilers Analyzer,Steam & Boilers Analyzer for PulpPaper in MENA (Portfolio level),Industrial,Steam & Boilers,Analyzer,Portfolio,PulpPaper,MENA,P1,Medium,4.0,1.6,1-3,Q2 2026,AI analyzer agent that analyzes and evaluates steam & boilers in the industrial sector for PulpPaper in MENA at the portfolio level to reduce emissions and operating cost.
GLA-01449,Industrial Combustion Calculator,Combustion Calculator for FoodBeverage in LatAm (Asset level),Industrial,Combustion,Calculator,Asset,FoodBeverage,LatAm,P2,Low,0.9,1.4,0.5-2,Q1 2027,AI calculator agent that calculates and quantifies combustion in the industrial sector for FoodBeverage in LatAm at the asset level to reduce emissions and operating cost.
GLA-01450,Industrial Process Heat Reporter,Process Heat Reporter for Glass in Africa (Site level),Industrial,Process Heat,Reporter,Site,Glass,Africa,P2,Low,4.0,2.5,0.5-2,Q4 2026,AI reporter agent that reports and documents process heat in the industrial sector for Glass in Africa at the site level to reduce emissions and operating cost.
GLA-01451,Industrial Heat Recovery Integrator,Heat Recovery Integrator for Mining in Japan (Fleet level),Industrial,Heat Recovery,Integrator,Fleet,Mining,Japan,P0,High,4.5,1.8,2-5,Q1 2026,AI integrator agent that integrates and connects heat recovery in the industrial sector for Mining in Japan at the fleet level to reduce emissions and operating cost.
GLA-01452,Industrial Heat Pumps Communicator,Heat Pumps Communicator for Ceramics in Canada (Portfolio level),Industrial,Heat Pumps,Communicator,Portfolio,Ceramics,Canada,P2,Low,7.2,2.2,0.5-2,Q4 2026,AI communicator agent that communicates and engages heat pumps in the industrial sector for Ceramics in Canada at the portfolio level to reduce emissions and operating cost.
GLA-01453,Industrial Process Integration Coordinator,Process Integration Coordinator for GenericIndustrial in Nordics (Asset level),Industrial,Process Integration,Coordinator,Asset,GenericIndustrial,Nordics,P0,High,0.8,1.0,2-5,Q1 2026,AI coordinator agent that coordinates and orchestrates process integration in the industrial sector for GenericIndustrial in Nordics at the asset level to reduce emissions and operating cost.
GLA-01454,Industrial Future Fuels Optimizer,Future Fuels Optimizer for Steel in Australia (Site level),Industrial,Future Fuels,Optimizer,Site,Steel,Australia,P0,High,2.4,1.5,2-5,Q4 2025,AI optimizer agent that optimizes and enhances future fuels in the industrial sector for Steel in Australia at the site level to reduce emissions and operating cost.
GLA-01455,Industrial Steam & Boilers Monitor,Steam & Boilers Monitor for Cement in Brazil (Fleet level),Industrial,Steam & Boilers,Monitor,Fleet,Cement,Brazil,P1,Medium,3.0,1.6,1-3,Q3 2026,AI monitor agent that monitors and tracks steam & boilers in the industrial sector for Cement in Brazil at the fleet level to reduce emissions and operating cost.
GLA-01456,Industrial Combustion Controller,Combustion Controller for Chemicals in Global (Portfolio level),Industrial,Combustion,Controller,Portfolio,Chemicals,Global,P1,Medium,3.6,1.4,1-3,Q2 2026,AI controller agent that controls and regulates combustion in the industrial sector for Chemicals in Global at the portfolio level to reduce emissions and operating cost.
GLA-01457,Industrial Process Heat Automator,Process Heat Automator for Refining in US (Asset level),Industrial,Process Heat,Automator,Asset,Refining,US,P1,Medium,2.0,2.5,1-3,Q3 2026,AI automator agent that automates and manages process heat in the industrial sector for Refining in US at the asset level to reduce emissions and operating cost.
