import_id,entity_id,entity_name,import_date,cn_code,goods_description,goods_category,country_of_origin,supplier_id,supplier_name,installation_id,production_route,quantity_tonnes,value_eur,emission_intensity_tco2e_per_t,total_emissions_tco2e,calculation_method,carbon_price_paid_eur_per_t,customs_declaration_ref,bill_of_lading_ref
IMP-2026-0089,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-05,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,340.0,323000.00,2.05,697.00,actual,0.00,CUS-DE-2026-000063,BL-HAM-2026-0063
IMP-2026-0090,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-07,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,540.0,405000.00,1.95,1053.00,actual,0.00,CUS-DE-2026-000064,BL-HAM-2026-0064
IMP-2026-0091,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-08,7214,Forged bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,330.0,231000.00,0.52,171.60,actual,0.00,CUS-DE-2026-000065,BL-HAM-2026-0065
IMP-2026-0092,ALPINE-METAL-001,AlpineMetal AG,2026-05-09,7601 20 80,Unwrought aluminium alloy,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,100.0,220000.00,12.50,1250.00,actual,8.50,CUS-AT-2026-000027,BL-VIE-2026-0027
IMP-2026-0093,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-12,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,240.0,264000.00,2.20,528.00,actual,0.00,CUS-DE-2026-000066,BL-HAM-2026-0066
IMP-2026-0094,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-14,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,390.0,292500.00,2.50,975.00,actual,0.00,CUS-DE-2026-000067,BL-HAM-2026-0067
IMP-2026-0095,ALPINE-METAL-001,AlpineMetal AG,2026-05-15,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,680.0,102000.00,0.95,646.00,actual,0.00,CUS-AT-2026-000028,BL-VIE-2026-0028
IMP-2026-0096,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-16,7207,Semi-finished products steel,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,420.0,273000.00,0.60,252.00,actual,0.00,CUS-DE-2026-000068,BL-HAM-2026-0068
IMP-2026-0097,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-19,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,500.0,375000.00,1.95,975.00,actual,0.00,CUS-DE-2026-000069,BL-HAM-2026-0069
IMP-2026-0098,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-20,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,350.0,245000.00,0.52,182.00,actual,0.00,CUS-DE-2026-000070,BL-HAM-2026-0070
IMP-2026-0099,ALPINE-METAL-001,AlpineMetal AG,2026-05-21,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,100.0,210000.00,2.80,280.00,actual,85.00,CUS-AT-2026-000029,BL-VIE-2026-0029
IMP-2026-0100,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-22,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,280.0,280000.00,2.25,630.00,actual,8.50,CUS-DE-2026-000071,BL-HAM-2026-0071
IMP-2026-0101,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-26,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,480.0,360000.00,1.95,936.00,actual,0.00,CUS-DE-2026-000072,BL-HAM-2026-0072
IMP-2026-0102,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-27,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,330.0,231000.00,0.60,198.00,actual,0.00,CUS-DE-2026-000073,BL-HAM-2026-0073
IMP-2026-0103,ALPINE-METAL-001,AlpineMetal AG,2026-05-28,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,580.0,69600.00,0.88,510.40,actual,0.00,CUS-AT-2026-000030,BL-VIE-2026-0030
IMP-2026-0104,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-29,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,190.0,247000.00,2.10,399.00,actual,0.00,CUS-DE-2026-000074,BL-HAM-2026-0074
IMP-2026-0105,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-30,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,440.0,330000.00,1.95,858.00,actual,0.00,CUS-DE-2026-000075,BL-HAM-2026-0075
IMP-2026-0106,ALPINE-METAL-001,AlpineMetal AG,2026-06-02,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,180.0,432000.00,2.50,450.00,actual,85.00,CUS-AT-2026-000031,BL-VIE-2026-0031
IMP-2026-0107,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-03,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,490.0,343000.00,0.60,294.00,actual,0.00,CUS-DE-2026-000076,BL-HAM-2026-0076
IMP-2026-0108,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-05,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,310.0,294500.00,2.05,635.50,actual,0.00,CUS-DE-2026-000077,BL-HAM-2026-0077
IMP-2026-0109,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-06,7214,Forged bars and rods,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,340.0,272000.00,2.50,850.00,actual,0.00,CUS-DE-2026-000078,BL-HAM-2026-0078
IMP-2026-0110,ALPINE-METAL-001,AlpineMetal AG,2026-06-09,7606,Aluminium plates sheets strip,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,75.0,165000.00,12.80,960.00,actual,8.50,CUS-AT-2026-000032,BL-VIE-2026-0032
IMP-2026-0111,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-10,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,530.0,397500.00,1.95,1033.50,actual,0.00,CUS-DE-2026-000079,BL-HAM-2026-0079
IMP-2026-0112,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-12,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,400.0,280000.00,0.52,208.00,actual,0.00,CUS-DE-2026-000080,BL-HAM-2026-0080
IMP-2026-0113,ALPINE-METAL-001,AlpineMetal AG,2026-06-13,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,700.0,105000.00,0.95,665.00,actual,0.00,CUS-AT-2026-000033,BL-VIE-2026-0033
IMP-2026-0114,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-16,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,620.0,403000.00,1.85,1147.00,actual,0.00,CUS-DE-2026-000081,BL-HAM-2026-0081
IMP-2026-0115,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-18,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,320.0,288000.00,2.05,656.00,actual,0.00,CUS-DE-2026-000082,BL-HAM-2026-0082
IMP-2026-0116,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-19,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,280.0,224000.00,0.55,154.00,actual,0.00,CUS-DE-2026-000083,BL-HAM-2026-0083
IMP-2026-0117,ALPINE-METAL-001,AlpineMetal AG,2026-06-20,7608 10 00,Aluminium tubes not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,65.0,143000.00,2.80,182.00,actual,85.00,CUS-AT-2026-000034,BL-VIE-2026-0034
IMP-2026-0118,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-23,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,360.0,288000.00,2.15,774.00,actual,8.50,CUS-DE-2026-000084,BL-HAM-2026-0084
IMP-2026-0119,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-25,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,310.0,217000.00,2.50,775.00,actual,0.00,CUS-DE-2026-000085,BL-HAM-2026-0085
IMP-2026-0120,ALPINE-METAL-001,AlpineMetal AG,2026-06-26,2523 21 00,White Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,400.0,72000.00,0.90,360.00,actual,0.00,CUS-AT-2026-000035,BL-VIE-2026-0035
IMP-2026-0121,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-27,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,500.0,375000.00,1.95,975.00,actual,0.00,CUS-DE-2026-000086,BL-HAM-2026-0086
IMP-2026-0122,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-30,7306,Other welded tubes and pipes,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,200.0,160000.00,0.60,120.00,actual,0.00,CUS-DE-2026-000087,BL-HAM-2026-0087
IMP-2026-0123,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-30,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,380.0,266000.00,0.52,197.60,actual,0.00,CUS-DE-2026-000088,BL-HAM-2026-0088
IMP-2026-0124,ALPINE-METAL-001,AlpineMetal AG,2026-06-30,7601 20 20,Unwrought aluminium alloy slabs,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,160.0,384000.00,2.50,400.00,actual,85.00,CUS-AT-2026-000036,BL-VIE-2026-0036
IMP-2026-0125,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-02,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,520.0,390000.00,1.95,1014.00,actual,0.00,CUS-DE-2026-000089,BL-HAM-2026-0089
IMP-2026-0126,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-04,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,290.0,275500.00,2.15,623.50,actual,8.50,CUS-DE-2026-000090,BL-HAM-2026-0090
IMP-2026-0127,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-07,7214,Forged bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,340.0,238000.00,0.52,176.80,actual,0.00,CUS-DE-2026-000091,BL-HAM-2026-0091
IMP-2026-0128,ALPINE-METAL-001,AlpineMetal AG,2026-07-08,7604 29 90,Aluminium alloy profiles,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,90.0,189000.00,12.50,1125.00,actual,8.50,CUS-AT-2026-000037,BL-VIE-2026-0037
IMP-2026-0129,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-10,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,450.0,315000.00,0.60,270.00,actual,0.00,CUS-DE-2026-000092,BL-HAM-2026-0092
IMP-2026-0130,ALPINE-METAL-001,AlpineMetal AG,2026-07-11,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,730.0,109500.00,0.95,693.50,actual,0.00,CUS-AT-2026-000038,BL-VIE-2026-0038
IMP-2026-0131,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-14,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,410.0,307500.00,2.50,1025.00,actual,0.00,CUS-DE-2026-000093,BL-HAM-2026-0093
IMP-2026-0132,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-15,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,600.0,390000.00,1.85,1110.00,actual,0.00,CUS-DE-2026-000094,BL-HAM-2026-0094
IMP-2026-0133,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-17,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,330.0,297000.00,2.05,676.50,actual,0.00,CUS-DE-2026-000095,BL-HAM-2026-0095
IMP-2026-0134,ALPINE-METAL-001,AlpineMetal AG,2026-07-18,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,195.0,468000.00,2.50,487.50,actual,85.00,CUS-AT-2026-000039,BL-VIE-2026-0039
IMP-2026-0135,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-21,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,410.0,287000.00,0.52,213.20,actual,0.00,CUS-DE-2026-000096,BL-HAM-2026-0096
IMP-2026-0136,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-22,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,380.0,304000.00,2.15,817.00,actual,8.50,CUS-DE-2026-000097,BL-HAM-2026-0097
IMP-2026-0137,ALPINE-METAL-001,AlpineMetal AG,2026-07-23,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,600.0,72000.00,0.88,528.00,actual,0.00,CUS-AT-2026-000040,BL-VIE-2026-0040
IMP-2026-0138,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-25,7218,Stainless steel semi-finished,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,130.0,195000.00,0.65,84.50,actual,8.50,CUS-DE-2026-000098,BL-HAM-2026-0098
IMP-2026-0139,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-28,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,290.0,232000.00,0.55,159.50,actual,0.00,CUS-DE-2026-000099,BL-HAM-2026-0099
IMP-2026-0140,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-30,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,510.0,382500.00,1.95,994.50,actual,0.00,CUS-DE-2026-000100,BL-HAM-2026-0100
IMP-2026-0141,ALPINE-METAL-001,AlpineMetal AG,2026-07-31,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,50.0,150000.00,13.00,650.00,actual,8.50,CUS-AT-2026-000041,BL-VIE-2026-0041
IMP-2026-0142,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-01,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,470.0,329000.00,0.60,282.00,actual,0.00,CUS-DE-2026-000101,BL-HAM-2026-0101
IMP-2026-0143,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-04,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,320.0,224000.00,2.50,800.00,actual,0.00,CUS-DE-2026-000102,BL-HAM-2026-0102
IMP-2026-0144,ALPINE-METAL-001,AlpineMetal AG,2026-08-05,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,550.0,82500.00,0.88,484.00,actual,0.00,CUS-AT-2026-000042,BL-VIE-2026-0042
IMP-2026-0145,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-07,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,230.0,253000.00,2.20,506.00,actual,0.00,CUS-DE-2026-000103,BL-HAM-2026-0103
IMP-2026-0146,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-08,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,580.0,377000.00,1.85,1073.00,actual,0.00,CUS-DE-2026-000104,BL-HAM-2026-0104
IMP-2026-0147,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-11,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,390.0,273000.00,0.52,202.80,actual,0.00,CUS-DE-2026-000105,BL-HAM-2026-0105
IMP-2026-0148,ALPINE-METAL-001,AlpineMetal AG,2026-08-12,7606,Aluminium plates sheets strip,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,140.0,364000.00,2.80,392.00,actual,85.00,CUS-AT-2026-000043,BL-VIE-2026-0043
IMP-2026-0149,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-14,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,270.0,270000.00,2.25,607.50,actual,8.50,CUS-DE-2026-000106,BL-HAM-2026-0106
IMP-2026-0150,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-15,7219,Stainless steel flat >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,80.0,160000.00,0.65,52.00,actual,8.50,CUS-DE-2026-000107,BL-HAM-2026-0107
IMP-2026-0151,ALPINE-METAL-001,AlpineMetal AG,2026-08-18,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,710.0,99400.00,0.95,674.50,actual,0.00,CUS-AT-2026-000044,BL-VIE-2026-0044
IMP-2026-0152,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-19,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,540.0,405000.00,1.95,1053.00,actual,0.00,CUS-DE-2026-000108,BL-HAM-2026-0108
IMP-2026-0153,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-21,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,210.0,273000.00,2.10,441.00,actual,0.00,CUS-DE-2026-000109,BL-HAM-2026-0109
IMP-2026-0154,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-22,7214,Forged bars and rods,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,360.0,288000.00,2.50,900.00,actual,0.00,CUS-DE-2026-000110,BL-HAM-2026-0110
IMP-2026-0155,ALPINE-METAL-001,AlpineMetal AG,2026-08-25,7601 20 80,Unwrought aluminium alloy,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,105.0,231000.00,12.50,1312.50,actual,8.50,CUS-AT-2026-000045,BL-VIE-2026-0045
IMP-2026-0156,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-26,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,460.0,322000.00,0.60,276.00,actual,0.00,CUS-DE-2026-000111,BL-HAM-2026-0111
IMP-2026-0157,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-28,7217,Wire of iron or non-alloy steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,260.0,208000.00,0.55,143.00,actual,0.00,CUS-DE-2026-000112,BL-HAM-2026-0112
IMP-2026-0158,ALPINE-METAL-001,AlpineMetal AG,2026-08-29,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,690.0,103500.00,0.95,655.50,actual,0.00,CUS-AT-2026-000046,BL-VIE-2026-0046
IMP-2026-0159,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-01,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,510.0,382500.00,1.95,994.50,actual,0.00,CUS-DE-2026-000113,BL-HAM-2026-0113
IMP-2026-0160,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-03,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,300.0,285000.00,2.15,645.00,actual,8.50,CUS-DE-2026-000114,BL-HAM-2026-0114
IMP-2026-0161,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-04,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,340.0,238000.00,0.60,204.00,actual,0.00,CUS-DE-2026-000115,BL-HAM-2026-0115
IMP-2026-0162,ALPINE-METAL-001,AlpineMetal AG,2026-09-05,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,110.0,231000.00,2.80,308.00,actual,85.00,CUS-AT-2026-000047,BL-VIE-2026-0047
IMP-2026-0163,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-08,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,590.0,383500.00,1.85,1091.50,actual,0.00,CUS-DE-2026-000116,BL-HAM-2026-0116
IMP-2026-0164,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-09,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,420.0,315000.00,1.95,819.00,actual,0.00,CUS-DE-2026-000117,BL-HAM-2026-0117
IMP-2026-0165,ALPINE-METAL-001,AlpineMetal AG,2026-09-10,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,570.0,68400.00,0.88,501.60,actual,0.00,CUS-AT-2026-000048,BL-VIE-2026-0048
IMP-2026-0166,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-11,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,310.0,279000.00,2.05,635.50,actual,0.00,CUS-DE-2026-000118,BL-HAM-2026-0118
IMP-2026-0167,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-15,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,480.0,336000.00,0.60,288.00,actual,0.00,CUS-DE-2026-000119,BL-HAM-2026-0119
IMP-2026-0168,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-16,7214,Forged bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,350.0,245000.00,0.52,182.00,actual,0.00,CUS-DE-2026-000120,BL-HAM-2026-0120
IMP-2026-0169,ALPINE-METAL-001,AlpineMetal AG,2026-09-17,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,185.0,444000.00,2.50,462.50,actual,85.00,CUS-AT-2026-000049,BL-VIE-2026-0049
IMP-2026-0170,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-18,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,530.0,397500.00,1.95,1033.50,actual,0.00,CUS-DE-2026-000121,BL-HAM-2026-0121
IMP-2026-0171,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-22,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,300.0,210000.00,2.50,750.00,actual,0.00,CUS-DE-2026-000122,BL-HAM-2026-0122
IMP-2026-0172,ALPINE-METAL-001,AlpineMetal AG,2026-09-23,7606,Aluminium plates sheets strip,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,80.0,176000.00,12.80,1024.00,actual,8.50,CUS-AT-2026-000050,BL-VIE-2026-0050
IMP-2026-0173,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-24,7304,Seamless tubes and pipes,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,190.0,247000.00,2.30,437.00,actual,8.50,CUS-DE-2026-000123,BL-HAM-2026-0123
IMP-2026-0174,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-25,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,490.0,367500.00,1.95,955.50,actual,0.00,CUS-DE-2026-000124,BL-HAM-2026-0124
IMP-2026-0175,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-26,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,380.0,266000.00,0.52,197.60,actual,0.00,CUS-DE-2026-000125,BL-HAM-2026-0125
IMP-2026-0176,ALPINE-METAL-001,AlpineMetal AG,2026-09-29,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,720.0,108000.00,0.95,684.00,actual,0.00,CUS-AT-2026-000051,BL-VIE-2026-0051
IMP-2026-0177,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-30,7207,Semi-finished products steel,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,410.0,266500.00,0.60,246.00,actual,0.00,CUS-DE-2026-000126,BL-HAM-2026-0126
